Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,McKinnon Nissan,135 Price Dr,,Clanton,AL,35046,,205-280-1101,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,32.888783,-86.622664,2024-02-12,46679,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Bondy's Nissan,3693 W Main St,,Dothan,AL,36305,,334-794-6736,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.231097,-85.447945,2024-02-12,46681,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Mitchell Nissan,1640 E Park Ave,,Enterprise,AL,36330,,334-635-9985,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,31.30476,-85.819992,2024-02-12,46683,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,University Nissan - Florence,248 Cox Creek Pkwy,,Florence,AL,35630,,256-740-5100,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,34.83467,-87.62902,2024-02-12,46685,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Nissan of Gadsden,1701 Rainbow Dr,,Gadsden,AL,35901,,256-549-7500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.981374,-86.007245,2024-02-12,46688,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Landers McLarty Nissan,6520 University Dr NW,,Huntsville,AL,35806,,256-837-5752,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,34.748967,-86.690944,2024-02-12,46690,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Nissan of Mobile,1015 E Interstate 65 Service Rd S,,Mobile,AL,36606,,251-476-7800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,30.669173,-88.12657,2024-02-12,46692,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Benton Nissan,1834 US Highway 78 E,,Oxford,AL,36203,,256-831-8882,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,33.594279,-85.876568,2024-02-12,46694,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Townsend Nissan,2620 Skyland Blvd E,,Tuscaloosa,AL,35405,,205-561-3993,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,33.169903,-87.503003,2024-02-12,49968,2024-02-12 15:25:05 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Serra Nissan - Sylacauga,80 James Payton Blvd,,Sylacauga,AL,35150,,256-245-2235,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,33.17635,-86.28938,2024-02-12,61414,2024-02-12 15:25:05 UTC,P,,,2014-02-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,CAPITAL PARK CAPITAL PARK 72,6941 Hwy 72 W,,Huntsville,AL,35806,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.751539,-86.707196,2024-02-12,71028,2024-02-12 00:14:04 UTC,,,,2015-11-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Bridge Street Town Centre,325 The Bridge St,,Huntsville,AL,35806,,256-327-8400,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,34.715732,-86.674694,2023-08-10,78801,2024-01-31 22:07:01 UTC,P,,,2015-01-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Holiday Inn Express & Suites,2407 Beltline Rd SW,,Decatur,AL,35601,,256-822-2800,E,,Public - Card key at all times,24 hours daily; hotel customers only,A Cash D M V,,,,,1,,,Non-Networked,,GPS,34.591756,-87.030473,2022-10-11,79940,2023-02-14 15:54:11 UTC,P,,,2016-10-28,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Publix #1512,230 20th St S,Located on parking level #2 toward rear of building,Birmingham,AL,35233,,205-250-7170,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,33.51,-86.80339,2022-04-06,81086,2023-02-14 15:54:11 UTC,P,,,2017-02-08,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,"Free, only while shopping in Publix",,,,,,,,,,true,,,,,,,,LD,false
ELEC,UAB HILL STU CTR,1500 University Blvd,,Birmingham,AL,35233,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.502222,-86.806309,2024-02-12,81217,2024-02-12 00:17:44 UTC,,,,2017-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UAB COMM HLTH BLDG,933 19th St S,,Birmingham,AL,35205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.502094,-86.798603,2024-02-12,81218,2024-02-12 00:17:43 UTC,,,,2017-02-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UAB EXPRESS LOT 4 1,316 10th St S,,Birmingham,AL,35233,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.502225,-86.816211,2024-02-12,81317,2024-02-12 00:19:53 UTC,,,,2017-02-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Damn Yankees Restaurant,2190 Almon St,,Heflin,AL,36264,,256-463-5050,E,,Public,"M-T 4pm-10pm, F 4pm-12am, Sat 11am-12am",,,,,,1,,,Non-Networked,,200-8,33.619247,-85.596438,2022-10-11,82431,2023-02-14 15:54:11 UTC,P,,,2017-04-17,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,THE AVE STATION AVENUE EV1,201 Jefferson st,,Huntsville,AL,35801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.732336,-86.58857,2024-02-12,82760,2024-02-12 00:20:35 UTC,,,,2017-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tony Serra Nissan,1724 Cherokee Ave SW,,Cullman,AL,35055,,256-739-1771,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,34.155465,-86.837679,2024-02-12,85957,2024-02-12 15:25:05 UTC,P,,,2017-03-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Phenix City Parks and Recreation,1500 Airport Rd,,Phenix City,AL,36867,,334-291-4719,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,32.499111,-85.015305,2022-10-11,86204,2023-02-14 15:54:11 UTC,LG,,,2017-08-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,FAIRFIELD INN - Tesla Supercharger,21282 Athens-Limestone Blvd.,,Athens,AL,35613,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,34.785416,-86.942864,2023-07-01,101972,2023-07-14 19:41:28 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Auburn Mall - Tesla Supercharger,1627 Opelika Road,,Auburn,AL,36830,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-9,32.627837,-85.445105,2023-07-01,101973,2023-07-14 19:41:28 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Uptown Entertainment District - Tesla Supercharger,2221 Richard Arrington Junior Blvd.,,Birmingham,AL,35203,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,33.525826,-86.807072,2023-07-01,101974,2023-07-14 19:41:28 UTC,P,,,2016-12-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn Greenville - Tesla Supercharger,219 Interstate Drive,,Greenville,AL,36037,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-8,31.855989,-86.635765,2023-07-01,101975,2023-07-14 19:41:28 UTC,P,,,2015-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Bel Air Mall - Tesla Supercharger,3201 Airport Blvd,,Mobile,AL,36606,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,30.671556,-88.118644,2023-07-01,101976,2023-07-14 19:41:28 UTC,P,,,2015-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Oxford Exchange - Tesla Supercharger,1105 Oxford Exchange Blvd,,Oxford,AL,36203,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,33.609937,-85.782118,2023-07-01,101977,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Love's Travel Stop - Tesla Supercharger,905 Steele Station Road,,Steele,AL,35987,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,33.933824,-86.191611,2023-07-01,101978,2023-07-14 19:41:28 UTC,P,,,2017-08-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HIGHLAND STATION 2,151 Du Rhu Drive,,Mobile,AL,36608,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.693642,-88.127591,2024-02-12,102661,2024-02-12 00:27:19 UTC,,,,2018-09-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HIGHLAND STATION 1,151 Du Rhu Drive,,Mobile,AL,36608,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.692454,-88.127227,2024-02-12,102662,2024-02-12 00:26:42 UTC,,,,2018-09-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tru by Hilton Auburn - Tesla Destination,2411 W Pace Blvd,,Auburn,AL,36830,,334)521-0400  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,32.557156,-85.504737,2022-10-06,112695,2023-01-18 15:15:20 UTC,P,,,2018-04-10,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Grand Bohemian Hotel Mountain Brook - Tesla Destination,2655 Lane Park Rd,,Birmingham,AL,35223,,205-414-0505  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.488111,-86.774103,2022-10-06,112696,2023-01-18 15:15:20 UTC,P,,,2016-11-14,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Embassy Suites Birmingham - Hoover - Tesla Destination,2960 John Hawkins Pkwy,,Birmingham,AL,35244,,205-985-9994  877-798-3752,E,,Public,,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.3692434,-86.8161488,2022-10-06,112697,2023-01-18 15:15:20 UTC,P,,,2017-11-27,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn Birmingham I-65/Lakeshore Drive - Tesla Destination,30 State Farm Pkwy,,Birmingham,AL,35209,,205-313-2060  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.4578532,-86.820991,2022-10-06,112698,2023-01-18 15:15:20 UTC,P,,,2018-09-05,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Home2 Suites Birmingham Colonnade - Tesla Destination,3920 Colonnade Pkwy,,Birmingham,AL,35243,,205-969-7631  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.437176,-86.729828,2022-10-06,112699,2023-01-18 15:15:20 UTC,P,,,2018-05-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Fairfield Inn & Suites Birmingham Colonnade - Tesla Destination,3930 Colonnade Pkwy,,Birmingham,AL,35243,,205-969-7630  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.437067,-86.729803,2022-10-06,112700,2023-01-18 15:15:20 UTC,P,,,2018-08-17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,SpringHill Suites Birmingham Colonnade - Tesla Destination,3950 Colonnade Pkwy,,Birmingham,AL,35243,,205-969-8099  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.436913,-86.734917,2022-10-06,112701,2023-01-18 15:15:20 UTC,P,,,2017-07-17,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Birmingham Perimeter Park - Tesla Destination,8 Perimeter Park S,,Birmingham,AL,35243,,205-967-2700  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.437392,-86.726007,2022-10-06,112702,2023-01-18 15:15:20 UTC,P,,,2017-07-24,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Jay Landings Marina - Tesla Destination,1600 Hwy 20,,Decatur,AL,35601,,256-303-3880  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.622264,-87.008639,2022-10-06,112703,2023-01-18 15:15:20 UTC,P,,,2016-03-07,,,,,J1772 TESLA,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,TownePlace Suites by Marriott Dothan - Tesla Destination,201 Retail Dr,,Dothan,AL,36303,,334-944-6400  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,31.255525,-85.428562,2022-10-06,112704,2023-01-18 15:15:20 UTC,P,,,2017-01-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Benson's Appliance Center - Tesla Destination,501 N McKenzie St,,Foley,AL,36535,,251-943-5096  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.410814,-87.683956,2022-10-06,112707,2023-01-18 15:15:20 UTC,P,,,2014-12-03,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Fairfield Inn & Suites by Marriott Gadsden - Tesla Destination,116 Walker St,,Gadsden,AL,35904,,256-538-2100  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.998913,-86.088265,2022-10-06,112708,2023-01-18 15:15:20 UTC,P,,,2017-08-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,LuLu's Gulf Shores - Tesla Destination,200 E 25th Ave,,Gulf Shores,AL,36542,,251-967-5858  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.279968,-87.684976,2022-10-06,112709,2023-01-18 15:15:20 UTC,P,,,2017-10-02,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn Huntsville/Village of Providence - Tesla Destination,328 Providence Main St,,Huntsville,AL,35806,,256-722-2882  877-798-3752,E,,Public,,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.75333,-86.692424,2022-10-06,112711,2023-01-18 15:15:20 UTC,P,,,2018-02-05,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Kate Shepard House Bed and Breakfast - Tesla Destination,1552 Monterey Pl,,Mobile,AL,36604,,251-479-7048  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.684476,-88.073928,2022-10-06,112712,2023-01-18 15:15:20 UTC,P,,,2015-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Mobile West I-65/Airport Blvd. - Tesla Destination,828 W I-65 Service Rd S,,Mobile,AL,36609,,251-544-6000  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,30.6741826,-88.1292026,2022-10-06,112713,2023-01-18 15:15:20 UTC,P,,,2016-02-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Sleep Inn Eastchase - Tesla Destination,10150 Chantilly Pkwy,,Montgomery,AL,36117,,334-356-5400  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.363224,-86.137886,2022-10-06,112715,2023-01-18 15:15:20 UTC,P,,,2018-04-11,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Best Western Montgomery I-85 North Hotel - Tesla Destination,5225 Carmichael Rd,,Montgomery,AL,36106,,334-277-6000  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.361141,-86.216841,2022-10-06,112716,2023-01-18 15:15:20 UTC,P,,,2018-05-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Fairfield Inn & Suites Montgomery-EastChase Parkway - Tesla Destination,8970 Eastchase Pkwy,,Montgomery,AL,36117,,334-260-8650  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,32.363172,-86.140551,2022-10-06,112717,2023-01-18 15:15:20 UTC,P,,,2017-09-13,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
