Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Byerly Ford Nissan,4027 Dixie Hwy,,Louisville,KY,40216,,502-448-8222,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.190377,-85.808767,2024-02-12,49795,2024-02-12 15:25:05 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,,false
ELEC,Jeff Wyler Nissan - Louisville,4136 Shelbyville Rd,,Louisville,KY,40207,,,E,,Public - Call ahead,Dealership business hours,,,,,,2,2,,Non-Networked,,200-9,38.251584,-85.642866,2024-02-12,49797,2024-02-12 15:25:05 UTC,P,,,2012-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Bob Swope Ford,1307 N Dixie Hwy,,Elizabethtown,KY,42701,,270-737-1000,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,37.720765,-85.877722,2023-01-10,51661,2023-02-14 15:54:11 UTC,P,,,2016-06-27,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Paul Miller Ford,975 E New Circle Rd,,Lexington,KY,40505,,866-572-6043,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,38.039218,-84.453377,2023-08-10,51662,2024-01-31 22:07:01 UTC,P,,,2013-04-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Parker Ford Lincoln,701 Main St,,Murray,KY,42071,,270-753-5273,E,,Public,24 hours daily; available for public charging after business hours only,,,,,,2,,,Non-Networked,,200-9,36.610234,-88.306088,2022-08-10,51976,2023-02-14 15:54:11 UTC,P,,,2013-05-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Bill Collins Ford,4220 Bardstown Rd,,Louisville,KY,40218,,502-459-9550,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,38.1857,-85.63969,2023-08-10,60816,2024-01-31 22:07:01 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,THE SPRINGS SM-LEFT,6400 Dutchmans Pkwy,,Louisville,KY,40205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.229284,-85.642393,2024-02-12,70930,2024-02-12 00:14:35 UTC,,,,2015-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE SPRINGS SPRINGS OFFICE,950 Breckenridge Ln,,Louisville,KY,40207,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.235498,-85.64326,2024-02-12,70931,2024-02-12 00:14:30 UTC,,,,2015-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FASTPARK CVG #3,609 Petersburg Rd,,Hebron,KY,41048,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.073413,-84.655876,2024-02-12,73270,2024-02-12 00:15:57 UTC,,,,2016-02-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Anchor Building,2509 Portland Ave,,Louisville,KY,40212,,502-681-5109,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,38.271223,-85.789287,2023-01-10,75202,2023-02-14 15:54:11 UTC,P,,,2016-04-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Highland Green Building,1401 Bardstown Rd,,Louisville,KY,40204,,502-454-4641,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.233387,-85.711472,2023-01-10,78310,2023-02-14 15:54:11 UTC,P,,,2016-04-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,LG&E BUTCHERTOWN,1100-1186 E Washington St,,Louisville,KY,40206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.256225,-85.730114,2024-02-12,79751,2024-02-12 00:15:45 UTC,,,,2016-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LG&E HEPBURN AVE,1523 Hepburn Ave,,Louisville,KY,40204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.239075,-85.723622,2024-02-12,80485,2024-02-12 00:19:19 UTC,,,,2017-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KU HIGH ST & MLK,159 E High St,,Lexington,KY,40507,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.044188,-84.49761,2024-02-12,81002,2024-02-12 00:18:17 UTC,,,,2017-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LG&E 315 E MAIN ST,315 East Main Street,,Louisville,KY,40202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.255643,-85.747009,2024-02-12,81003,2024-02-12 00:18:12 UTC,,,,2017-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,YMCA Norton Commons,11000 Brownsboro Rd,,Louisville,KY,40059,,502-882-9622,E,,Public,5am-10pm daily,,,,,,4,,,Non-Networked,,GPS,38.329125,-85.562493,2023-01-10,81372,2023-02-14 15:54:11 UTC,P,,,2017-02-06,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,TOYOTA HOPTOWN TOYOTASTATION1,4395 Fort Campbell Blvd,,Hopkinsville,KY,42240,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.82324,-87.474403,2024-02-12,82117,2024-02-12 00:20:18 UTC,,,,2017-03-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Healthy House,1641 Portland Ave,,Louisville,KY,40203,,502-791-0966,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.263846,-85.775996,2023-01-10,85447,2023-02-14 15:54:11 UTC,P,,,2017-03-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,BMW LOUISVILLE STATION 01,2200 Blankenbaker Pkwy,,Louisville,KY,40299,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.212255,-85.539638,2024-02-12,85616,2024-02-12 00:19:48 UTC,,,,2017-06-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LG&E CRESCENT HILL,2736 Frankfort Ave,,Louisville,KY,40206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.254615,-85.691814,2024-02-12,87738,2024-02-12 00:22:15 UTC,,,,2017-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Thomas Jefferson Unitarian Church,4936 Brownsboro Rd,,Louisville,KY,40222,,502-425-6943,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-8,38.28132095,-85.62835375,2022-07-12,96934,2023-02-14 15:54:11 UTC,P,,,2017-12-27,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Heine Brothers' - Hikes Point,3965 Taylorsville Rd,,Louisville,KY,40220,,502-409-6762,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.220142,-85.626228,2023-01-10,96935,2023-02-14 15:54:11 UTC,P,,,2018-02-22,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Bernheim Arboretum & Research Forest,2499 Clermont Rd,Located at the visitor center parking lot,Clermont,KY,40110,,502-955-8512,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,37.91837758299537,-85.66139165612793,2023-01-10,99557,2023-02-14 15:54:11 UTC,P,,,2016-09-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Safai Coffee Shop,1707 Bardstown Rd,,Louisville,KY,40205,,502-384-3555,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.230145,-85.703079,2022-10-11,99558,2023-02-14 15:54:11 UTC,P,,,2018-04-01,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,The Hampton Inn Hotel - Tesla Supercharger,62 Days Inn Dr.,,Kuttawa,KY,42055,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,37.073405,-88.124752,2023-07-01,102185,2023-07-14 19:41:28 UTC,P,,,2017-01-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Meijer Store #161 - Tesla Supercharger,2155 Paul Jones Way,,Lexington,KY,40509,,877-798-3752,E,,Public,24 hours daily,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,200-9,38.017955,-84.420664,2023-07-01,102186,2023-07-14 19:41:28 UTC,P,,,2015-02-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tourist Information Center - Tesla Supercharger,140 Faith Assembly Church Road,,London,KY,40741,,877-798-3752,E,,Public,24 hours daily,,,,,,,14,,Tesla,https://www.tesla.com/supercharger,200-9,37.14904024,-84.11389607,2023-07-01,102187,2023-07-14 19:41:28 UTC,P,,,2015-02-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Sullivan University - Tesla Supercharger,2120 Gardiner Ln,,Louisville,KY,40205,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,38.211962,-85.67319,2023-07-01,102188,2023-07-14 19:41:28 UTC,P,,,2016-01-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LG&E SENECA PARK,3101 Rock Creek Dr,,Louisville,KY,40207,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.24212,-85.671238,2024-02-12,104318,2024-02-12 00:28:42 UTC,,,,2018-10-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KU KU OFFICE,1 Quality St,,Lexington,KY,40507,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.043433,-84.49455,2024-02-12,104718,2024-02-12 00:18:17 UTC,,,,2018-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LG&E CHARLIEVETTINER,NA CHENOWETH PARK RD,,Louisville,KY,40299,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.170416,-85.562259,2024-02-12,105208,2024-02-12 00:29:34 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KU MUHLENBERG PARK,200 County Park Dr,,Greenville,KY,42345,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.226644,-87.188548,2024-02-12,105508,2024-02-12 00:29:49 UTC,,,,2018-12-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Bourbon Manor Bed & Breakfast Inn - Tesla Destination,714 N 3rd St,,Bardstown,KY,40004,,502-309-2698  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.8207963,-85.4640016,2022-10-06,114264,2023-01-18 15:15:20 UTC,P,,,2018-10-15,,,,,TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Pinnacle View Inn Bed & Breakfast - Tesla Destination,491 Log Cabin Rd,,Berea,KY,40403,,859-986-0044  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.594897,-84.196519,2022-10-06,114265,2023-01-18 15:15:20 UTC,P,,,2017-07-31,,,,,J1772 TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Courtyard by Marriott Bowling Green Convention Cntr - Tesla Destination,1010 Wilkinson Trace,,Bowling Green,KY,42104,,270-783-8569  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,36.96806,-86.430033,2022-10-06,114266,2023-01-18 15:15:20 UTC,P,,,2017-07-31,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Bowling Green - Tesla Destination,1020 Wilkinson Trace,,Bowling Green,KY,42103,,270-781-6778  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,36.969007,-86.431424,2022-10-06,114267,2023-01-18 15:15:20 UTC,P,,,2015-11-10,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Hotel SYNC - Tesla Destination,518 Corvette Dr,,Bowling Green,KY,42101,,270-745-0123  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.0096951,-86.374556,2022-10-06,114268,2023-01-18 15:15:20 UTC,P,,,2018-01-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Cliffview Resort and Red River Gorge Zipline - Tesla Destination,455 Cliffview Rd,,Campton,KY,41301,,606-668-6222  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.705524,-83.658759,2022-10-06,114269,2023-01-18 15:15:20 UTC,P,,,2016-11-08,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hotel Covington - Tesla Destination,638 Madison Ave,,Covington,KY,41011,,859-905-6600  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.083658,-84.509769,2022-10-06,114270,2023-01-18 15:15:20 UTC,P,,,2017-03-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Courtyard by Marriott Cincinnati Airport - Tesla Destination,3990 Olympic Blvd,,Erlanger,KY,41018,,859-647-9900  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.052901,-84.628485,2022-10-06,114271,2023-01-18 15:15:20 UTC,P,,,2018-08-14,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Louisville East - Tesla Destination,1530 Alliant Ave,,Jeffersontown,KY,40299,,502-297-8066  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.220927,-85.536948,2022-10-06,114272,2023-01-18 15:15:20 UTC,P,,,2017-11-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Griffin Gate Marriott Resort and Spa - Tesla Destination,1800 Newtown Pike,,Lexington,KY,40511,,859-231-5100  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.091993,-84.484416,2022-10-06,114273,2023-01-18 15:15:20 UTC,P,,,2016-08-24,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Homewood Suites by Hilton Lexington - Tesla Destination,249 Ruccio Wy,,Lexington,KY,40503,,859-223-0880  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.996974,-84.528987,2022-10-06,114274,2023-01-18 15:15:20 UTC,P,,,2017-07-27,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Courtyard Louisville Downtown - Tesla Destination,100 S 2nd St,,Louisville,KY,40202,,502-562-0200  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.255871,-85.753787,2022-10-06,114275,2023-01-18 15:15:20 UTC,P,,,2017-11-03,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn/Home2 Suites Louisville - Tesla Destination,1150 Forest Bridge Rd,,Louisville,KY,40223,,502-426-1822  877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.261613,-85.575171,2022-10-06,114276,2023-01-18 15:15:20 UTC,P,,,2017-12-05,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hawthorn Suites by Wyndham Louisville/Jeffersontown - Tesla Destination,11762 Commonwealth Dr,,Louisville,KY,40229,,502-709-6159  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.21398,-85.54002,2022-10-06,114277,2023-01-18 15:15:20 UTC,P,,,2017-07-31,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Wingate by Wyndham Louisville East - Tesla Destination,12301 Alliant Ct,,Louisville,KY,40299,,502-261-0644  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.220194,-85.534761,2022-10-06,114278,2023-01-18 15:15:20 UTC,P,,,2017-12-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Residence Inn by Marriott Louisville Airport - Tesla Destination,700 Phillips Ln,,Louisville,KY,40209,,502-363-8800  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.190264,-85.74426,2022-10-06,114279,2023-01-18 15:15:20 UTC,P,,,2018-05-17,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,21c Hotel Louisville - Tesla Destination,700 W Main St,,Louisville,KY,40202,,502-217-6300  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.2567817,-85.76177559999999,2022-10-06,114280,2023-01-18 15:15:20 UTC,P,,,2014-10-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Kentucky Science Center - Tesla Destination,727 W Main St,,Louisville,KY,40202,,502-561-6100  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.25766,-85.762665,2022-10-06,114281,2023-01-18 15:15:20 UTC,P,,,2017-08-25,,,,,J1772 TESLA,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
